"movie","chapter","character","dialog"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Not to be to be rude or anything, but this isn't a great time for me to have a house elf in my bedroom."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Oh, oh yes, sir! Dobby understands! It's just that, Dobby has come to tell you- it is difficult, sir- Dobby wonders where to begin?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Why don't you sit down?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","S-sit down? S-sit- sit down? Oh, oh, ho. Oh, ho, ho… Oh, ho, ho. Ohh, ho, hoo…"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Dobby, ssh! I'm sorry! I didn't mean to offend you, or anything."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Offend Dobby? Dobby has heard of your greatness, sir, but never has he been asked to sit down by a wizard, like an equal."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","You can't have met many decent wizards then."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","No, I haven't. That was an awful thing to say. Bad Dobby!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Stop, Dobby!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Bad Dobby!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Dobby, shh!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Baaad Dobby!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Dobby, please stop!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","Ohh, don't mind that! It's just the cat."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Bad Dobby. Bad Dobby!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Stop! Stop, Dobby. Please be quiet! Are you all right?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Dobby had to punish himself, sir. Dobby almost spoke ill of his family, sir."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Your family?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","The wizard family Dobby serves, sir. Dobby is bound to serve one family forever. If they ever knew Dobby was here…ooh… But Dobby had to come. Dobby has to protect Harry Potter- to warn him. Harry Potter must not go back to Hogwarts School of Witchcraft and Wizardry this year! There is a plot, a plot to make most terrible things happen."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","What terrible things? Who's plotting them?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Ooo… er… can't… say… argh..."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Ok– I- understand. You can't- say."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Don't make me talk, I— Errr…"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Dobby! Dobby, put the lamp down."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Bad Dobby."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","So when they arrive at the ninth hole…"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Give me the lamp! Dobby stop!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Let me go!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Get in there, and keep quiet!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","What the devil are you doing up here?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","I- I was just—"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","You just ruined the punch line of my Japanese golfer joke!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Sorry."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","One more sound, and you'll wish you'd never been born, boy! And fix that door!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Yes, sir… See why I've got to go back? I don't belong here. I belong in your world, at Hogwarts. It's the only place I've got friends!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Friends who don't even write to Harry Potter?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Well, I expect they've… been- hang on- how do you know my friends haven't been writing to me?"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Harry Potter mustn't be angry with Dobby. Heh- Dobby hoped, if Harry Potter thought his friends had forgotten him, Harry Potter might not want to go back to school, sir."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Give me those, now!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","No! Ahh! Ooh…"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Dobby, get back here!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","Dobby, please, no!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Harry Potter must say he's not going back to school!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Harry Potter","I can't. Hogwarts is my home!"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Dobby","Then, Dobby must do it, sir, for Harry Potter's own good."
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","…it spread as far as the eye could see, all over the floor of this vast building, and it was this deep. And one plumber said “Look at all that water.” A-and the second plumber said, “Yes, and that's just the top of it!”"
"Harry Potter and the Chamber of Secrets","Dobby's warning","Vernon Dursley","I'm so sorry! It's my nephew- he's very disturbed. Meeting strangers upsets him. That's why I kept him upstairs!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","You're never going back to that school. You're never going to see those freaky friends of yours again. Never!"
"Harry Potter and the Chamber of Secrets","Car rescue","Harry Potter","Ron! Fred. George. What are you all doing here?"
"Harry Potter and the Chamber of Secrets","Car rescue","Ron Weasley","Rescuing you, of course. Now, come on. Get your trunk!…"
"Harry Potter and the Chamber of Secrets","Car rescue","Ron Weasley","You'd better stand back. Let's go!"
"Harry Potter and the Chamber of Secrets","Car rescue","Petunia Dursley","Oh!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","Now, what the hell's he doing? Potter!"
"Harry Potter and the Chamber of Secrets","Car rescue","Dudley Dursley","Dad! What's going on?"
"Harry Potter and the Chamber of Secrets","Car rescue","George Weasley","Go, go, go, go!"
"Harry Potter and the Chamber of Secrets","Car rescue","Dudley Dursley","Dad, hurry up!"
"Harry Potter and the Chamber of Secrets","Car rescue","Ron Weasley","Come on."
"Harry Potter and the Chamber of Secrets","Car rescue","Fred Weasley","Come on."
"Harry Potter and the Chamber of Secrets","Car rescue","Ron Weasley","Come on, Harry! Hurry up!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","Petunia, he's escaping!"
"Harry Potter and the Chamber of Secrets","Car rescue","Harry Potter","Ahh- ahh!"
"Harry Potter and the Chamber of Secrets","Car rescue","Ron Weasley","I've got you Harry!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","Come here!"
"Harry Potter and the Chamber of Secrets","Car rescue","Harry Potter","Let go of me!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","Oh no, boy! You and that bloody pigeon aren't going anywhere!"
"Harry Potter and the Chamber of Secrets","Car rescue","Harry Potter","Get off!"
"Harry Potter and the Chamber of Secrets","Car rescue","Ron Weasley","Drive!"
"Harry Potter and the Chamber of Secrets","Car rescue","Fred Weasley","Right."
"Harry Potter and the Chamber of Secrets","Car rescue","George Weasley","Right!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","No! No! No! No! Aaaah!"
"Harry Potter and the Chamber of Secrets","Car rescue","Petunia Dursley","Aaah!"
"Harry Potter and the Chamber of Secrets","Car rescue","Dudley Dursley","Aaah!"
"Harry Potter and the Chamber of Secrets","Car rescue","Dudley Dursley","Dad!"
"Harry Potter and the Chamber of Secrets","Car rescue","Vernon Dursley","Oh… Damn."
"Harry Potter and the Chamber of Secrets","The Burrow","Fred Weasley","Come on. Okay, come on. Shh! Shh! Ok, come on. Shh! Come on."
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","Do you think it'd be all right if we had some of this?"
"Harry Potter and the Chamber of Secrets","The Burrow","George Weasley","Yeah, Mum would never know."
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","It's not much, but it's home."
"Harry Potter and the Chamber of Secrets","The Burrow","Harry Potter","I think it's brilliant"
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Where have you been? Harry, how wonderful to see you dear. Beds empty! No note! Car gone! You could have died! You could have been seen! Of course, I don't blame you, Harry dear."
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","They were starving him, Mum. There were bars on his window!"
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Well, you'd best hope that I don't put bars on your window, Ronald Weasley! Come on Harry, time for a spot of breakfast. Here we are Harry. Now tuck in! That's it. There we go."
"Harry Potter and the Chamber of Secrets","The Burrow","Ginny Weasley","Mum- Mummy, have you seen my jumper?"
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Yes dear. It was on the cat."
"Harry Potter and the Chamber of Secrets","The Burrow","Harry Potter","Hello. W-what did I do?"
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","Ginny. She's been talking about you all summer. A bit annoying really."
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","Morning, Weasleys."
"Harry Potter and the Chamber of Secrets","The Burrow","Fred Weasley","Morning, Dad."
"Harry Potter and the Chamber of Secrets","The Burrow","George Weasley","Morning, Dad."
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","Morning, Dad."
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Morning Arthur!"
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","What a night. Nine raids. Nine!"
"Harry Potter and the Chamber of Secrets","The Burrow","Harry Potter","Raids?"
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","Dad works in the Ministry of Magic, in the Misuse of Muggle Artifacts Office. Dad loves Muggles, thinks they're fascinating."
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","Well now. Aah! And who are you?"
"Harry Potter and the Chamber of Secrets","The Burrow","Harry Potter","Oh, sorry sir. I'm Harry, sir, Harry Potter."
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","Good Lord! Are you really? Well, Ron's told us all about you, of course. When did he get here?"
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","This morning. Your sons flew that enchanted car of yours to Surrey and back last night."
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","Did you really? How'd it go? Did you—"
"Harry Potter and the Chamber of Secrets","The Burrow","Fred Weasley","Oh, it…"
"Harry Potter and the Chamber of Secrets","The Burrow","George Weasley","Oh, it…"
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","Oh, it…"
"Harry Potter and the Chamber of Secrets","The Burrow","Harry Potter","Oh, it…"
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Arthur!"
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","I mean…that was very wrong, indeed, boys. Very wrong of you. Now, Harry, you must know all about Muggles. Tell me, what exactly is the function of a rubber duck?"
"Harry Potter and the Chamber of Secrets","The Burrow","Harry Potter","Oh, umm…"
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Well, that'll be Errol with the post. Oh, fetch it will you Percy, please?"
"Harry Potter and the Chamber of Secrets","The Burrow","Percy Weasley","Errol…"
"Harry Potter and the Chamber of Secrets","The Burrow","Ron Weasley","He's always doing that."
"Harry Potter and the Chamber of Secrets","The Burrow","Percy Weasley","Oh look, it's our Hogwarts letters. And they've sent us Harry's as well."
"Harry Potter and the Chamber of Secrets","The Burrow","Arthur Weasley","Dumbledore must know you're here, Harry. Doesn't miss a trick, that man."
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","Oh, no."
"Harry Potter and the Chamber of Secrets","The Burrow","Fred Weasley","This lot won't come cheap, Mum. The spell books alone are very expensive."
"Harry Potter and the Chamber of Secrets","The Burrow","Molly Weasley","We'll manage. There's only one place we're going to get all of this. Diagon Alley."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Molly Weasley","Right. Here we are Harry, you go first dear."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Ron Weasley","But Harry's never traveled by Floo powder before, Mum."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","Floo powder?"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Molly Weasley","Oh, well you go first Ron, so that Harry can see how it's done. Yes. In you go… That's it."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Ron Weasley","Diagon Alley!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Molly Weasley","You see? It's quite easy, dear. Don't be afraid. Come on. Come on. In you go. That's it, mind your head. That's right. Now take your Floo powder. That's it, very good. Now, don't forget to speak very, very clearly."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","'Diaganilly.'"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Molly Weasley","What did he say, dear?"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Arthur Weasley","'Diaganilly.'"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Molly Weasley","I thought he did."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Other","Ah, ha-ha-ha-ha…"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Witch","Not lost are you, my dear?"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","I'm fine, thank you. I- I was just…"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Other","Come with us. We'll help you find your way back."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","No! Please!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Rubeus Hagrid","Harry?"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","Hagrid!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Rubeus Hagrid","What do you think you're doing down 'ere? Come on!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Rubeus Hagrid","Yer a mess, Harry. Skulkin' 'round Knockturn Alley? Dodgy place! Don' want no one ter see you there. People'll think you were up to no good."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","I was lost, I— hang on. What were you doing down there, then?"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Rubeus Hagrid","Me? Oh, I was… um… I was lookin' for Flesh-Eatin' Slug Repellent. They're ruinin' all the school cabbages."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Hermione Granger","Harry! Hagrid!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Rubeus Hagrid","Hello, Hermione!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Hermione Granger","Oh, it's so good to see you!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","Well, it's great to see you, too!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Hermione Granger","What did you do to your glasses? Oculus reparo."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","I definitely need to remember that one."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Rubeus Hagrid","You'll be all right now then, Harry? Right. I'll leave you to it, then."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Hermione Granger","Ok! Bye!"
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Harry Potter","Thank you. Bye."
"Harry Potter and the Chamber of Secrets","To Diagon Alley","Hermione Granger","Come on! Everyone's been so worried."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Other","Harry… Harry Potter…"
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Molly Weasley","Oh, Harry! Thank goodness! We'd hoped you'd only gone one grate too far…"
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Other","Ladies and gentlemen, Mr. Gilderoy Lockhart."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Molly Weasley","Ah! Here he is!"
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Ron Weasley","Mum fancies him."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Photographer","Make way there. Please! Let me by, madam. Thank you. Excuse me, little girl. This is for the Daily Prophet."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Gilderoy Lockhart","It can't be- Harry Potter?"
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Photographer","Harry Potter! Excuse me, madam."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Gilderoy Lockhart","Nice big smile, Harry. Together you and I rate the front page! Ladies and gentlemen, what an extraordinary moment this is. When young Harry stepped into Flourish and Blotts this morning to purchase my autobiography, Magical Me,… which, incidentally is currently celebrating its 27th week atop the Daily Prophet bestseller list, he had no idea that he would, in fact, be leaving… with my entire collected works, free of charge. Now, ladies?"
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Molly Weasley","Harry, now you give me those, and I'll get them signed. All of you wait outside. That's it, Ron."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Draco Malfoy","I'll bet you loved that, didn't you, Potter? Famous Harry Potter! Can't even go into a bookshop without making the front page."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Ginny Weasley","Leave him alone."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Draco Malfoy","Oh look, Potter. You've got yourself a girlfriend."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Lucius Malfoy","Now, now Draco, play nicely. Mr. Potter… Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Harry Potter","Voldemort killed my parents. He was nothing more than a murderer."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Lucius Malfoy","Hmm. You must be very brave, to mention his name…or very foolish."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Hermione Granger","Fear of a name only increase fear of the thing itself."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Lucius Malfoy","And you must be… Miss Granger. Yes, Draco's told me all about you, and your parents. Muggles, aren't they? Let me see…red hair… vacant expressions… tatty second hand book. You must be the Weasleys."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Arthur Weasley","Children, it's mad in here! Let's go outside."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Lucius Malfoy","Well, well, well. Weasley senior."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Arthur Weasley","Lucius."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Lucius Malfoy","Busy time at the Ministry, Arthur, all those extra raids? I do hope they're paying you overtime, but judging by the state of this, I'd say not. What's the use in being a disgrace to the name of wizard if they don't even pay you well for it."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Arthur Weasley","We have a very different idea about what disgraces the name of wizard, Malfoy."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Lucius Malfoy","Clearly. Associating with Muggles… and I thought your family could sink no lower. I'll see you at work."
"Harry Potter and the Chamber of Secrets","Flourish and Blotts","Draco Malfoy","See you at school."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Arthur Weasley","10:58! Come on! Come on!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Molly Weasley","The train will be leaving any moment!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Arthur Weasley","Fred, George, Percy you first!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Molly Weasley","Okay."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Arthur Weasley","After you, dear."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Molly Weasley","Come on, Ginny, we'll get you a seat. Hurry!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Let's go."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Aah!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Whao!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Station guard","Oy! What do you two think you're doing?"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Sorry. Lost- lost control of the trolley. Why can't we get through?"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","I don't know. The gateway's sealed its self for some reason."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","The train leaves at exactly eleven o'clock. We've missed it!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Harry, if we can't get through, maybe Mum and Dad can't get back!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Maybe we should just go and wait by the car."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","The car…"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Ron, I should tell you, most Muggles aren't accustomed to seeing a flying car."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Uh, right. Okay."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Oh no! The Invisibility Booster must be faulty!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Well come on, then. Let's go lower. We need to find the train."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Okay."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Now all we need to do is catch up with the train."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","We can't be far behind."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Do you hear that?"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","We must be gettin' close."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Hold on…"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Aaahhh! Aaahhhh! Aaahhh!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Aaahhh! Aaahhhh! Aaahhh!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","Wha-aahhh!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Harry! Hold on! Take my hand! Hold on!"
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","I'm trying. Your hand's all sweaty."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Harry Potter","I think we found the train."
"Harry Potter and the Chamber of Secrets","Flying to Hogwarts","Ron Weasley","Yeah."
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Welcome home."
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Up! Up!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","It's not working! Ahhhh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Up! Up! Ron! Mind that tree!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Stop! Stop! Stop! Huh… Aahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Ahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Ahh-ha-ha! My wand! Look at my wand!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Be thankful it's not your neck."
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","What's happening?"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","I don't know."
"Harry Potter and the Chamber of Secrets","Whomping Willow","Whomping Willow","Argg!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Ahh! Ahh! Ahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Ahh! Ahh! Ahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Ahh! Ahhhh! Ahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Aaaahhhh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Aaaahhhh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Come on! Go! Fast!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Harry Potter","Ahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Ahh!"
"Harry Potter and the Chamber of Secrets","Whomping Willow","Ron Weasley","Scabbers, you OK? The car! …Dad's gonna kill me."
"Harry Potter and the Chamber of Secrets","Not expelled…today","Harry Potter","See you, Hedwig. So, a house elf shows up in my bedroom, we can't get through the barrier to platform nine and three-quarters, we almost get killed by a tree… clearly someone doesn't want me here this year."
"Harry Potter and the Chamber of Secrets","Not expelled…today","Argus Filch","Well, take a good look lads. This night might well be the last you spend in this castle. Hm. Oh, dear, we are in trouble."
"Harry Potter and the Chamber of Secrets","Not expelled…today","Severus Snape","You were seen by no less than seven Muggles. Do you have any idea how serious this is? You have risked the exposure of our world. Not to mention the damage you inflicted on a Whomping Willow that's been on these grounds since before you were born."
"Harry Potter and the Chamber of Secrets","Not expelled…today","Ron Weasley","Honestly, Professor Snape, I think it did more damage to us."
