"movie","chapter","character","dialog"
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Severus Snape","To a safehouse.  Likely the home of someone in the Order.  I'm told it has been given every manner of protection possible. Once there, it will be impractical to attack him.  We may have compromised the Ministry, but there are those who remain loyal to him.  As long as the Ministry stands, his allies within will have the means at their disposal to insure his safety."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Bellatrix Lestrange","My lord, if I might, I'd like to volunteer myself for this task. I'd like to kill the boy."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","Wormtail!  Have I not spoken to you about keeping our guest quiet?"
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Peter Pettigrew","Yes, m-my lord.  Right away, my lord."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","As inspiring as I find your bloodlust, Bellatrix, I must be the one to kill Harry Potter.  But I face an unfortunate complication.  It has recently come to my attention that my wand and Potter's share the same core. They are, in some ways, twins.  We can wound but not fatally harm one another.  Which means, if I am to kill him... I will have to do it with another's wand."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","Come now.  Surely one of you would like the honor?  What about... you, Lucius?"
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","I require your wand."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","Do I detect elm?"
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Lucius Malfoy","Yes, my lord."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","And the core?"
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Lucius Malfoy","Dragon -- dragon heartstring."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","My wand?  You can't possibly think I would give you my wand."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Lucius Malfoy","No, my lord."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","For those of you who do not know, we are joined tonight by Miss Charity Burbage who until recently taught at Hogwarts School of Witchcraft and Wizardry.  Her specialty was Muggle studies. It is Miss Burbage's belief that Muggles are not so different from us."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","She would, given her way, have us mate with them.  To her, the mixture of magical and Muggle blood is not an abomination but something to be encouraged.  I, of course, take a contrary view.  But we're all civilized here.  All adults.  We can agree to disagree."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Charity Burbage","Severus, please.  We're friends..."
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","Avada Kedavra!"
"Harry Potter and the Deathly Hallows Part 1","Dark Lord Ascending","Voldemort","Nagini... Dinner."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Vernon Dursley","Come now, Dudley.  Hurry up!"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Time for the teary farewell."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Petunia Dursley","I've lived in this house twenty years.  And now -- in a single night -- I'm expected to leave."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","They'll torture you.  Even Dudley. If they think you know where I'm going, they'll stop at noth--"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Petunia Dursley","You think I don't know that?  You think I don't know what they're capable of?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Petunia Dursley","You didn't just lose a mother that night in Godric's Hollow, you know.  I lost a sister."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Do you have any?  Magic?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Petunia Dursley","What a cruel thing to ask."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Vernon Dursley","Well, this is goodbye then, boy."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Dudley Dursley","I don't understand.  Isn't he coming with us?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Vernon Dursley","Who?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Dudley Dursley","Harry."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Vernon Dursley","Absolutely not."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Dudley Dursley","Why?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Vernon Dursley","Well, because -- he doesn't want to, do you, boy?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Absolutely not.  Besides, I'm just a waste of space.  Isn't that right, Vernon?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Vernon Dursley","Come on, Dudley, we're off."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Dudley Dursley","I don't think you're a waste of space."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Well... thanks."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","See you, Big D."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Good riddance."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Rubeus Hagrid","All righ', 'arry?  Yeh look fit."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Yeah, he's ruddy gorgeous.  What say we get undercover before someone murders him."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","I thought you were looking after the Prime Minister, Kingsley."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Kingsley Shacklebolt","You're more important."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Bill Weasley","Hello, Harry.  Bill Weasley."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fred Weasley","Wasn't always this handsome."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","George Weasley","Dead ugly."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Bill Weasley","True enough.  Owe it all to a werewolf by name of Greyback. Hope to repay the favor one day."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fleur Delacour","You are still beautiful to me, William."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Remus Lupin","Just remember, Fleur, once you're married:  Bill takes his steaks on the raw side now."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Nymphadora Tonks","My husband, the joker.  By the way, wait until you hear the news! Remus and I are --"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","All right, all right!  You'll all have time for a cozy catch-up later!  We've got to get the hell out of here and soon!"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Potter, you're underage, which means you've still got the Trace on you."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","The Trace?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","You sneeze and the Ministry will know who wipes your nose.  Point is, we have to use those means of transport the Trace can't detect: brooms, thestrals and the like. We'll go in pairs.  That way if anyone's out there waiting for us -- and I reckon there will be -- they won't know which Harry Potter is the real one."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","The real one...?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","I believe you're familiar with this particular brew."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","No!  Absolutely not!"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Hermione Granger","I told you he'd take it well."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","If you think I'm going to let people risk their lives for me --"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Ron Weasley","Never done that before, have we?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","This is different.  Taking that. Becoming me -- no."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fred Weasley","Well, none of us really fancy it, mate."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","George Weasley","Yeah, imagine if something went wrong and we were stuck as scrawny, specky gits forever."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Everyone here's of age, Potter, and they've all agreed to take the risk."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Mundungus Fletcher","Technically, I've been coerced. Mundungus Fletcher, Mr. Potter. I've always been a huge admirer."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Nip it, Mundungus!  All right, Granger, as discussed."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Blimey, Hermione!"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Straight in here, if you please."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","For those of you who haven't taken Polyjuice Potion before, fair warning.  It tastes like goblin piss."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fred Weasley","Have a lot of experience with that, do you, Mad-Eye?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fred Weasley","Just trying to defuse the tension."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fred Weasley","Wow -- we're identical!"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","George Weasley","Wow -- we're identical!"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Not yet you aren't."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","George Weasley","Don't have something a bit more sporty, do you?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fred Weasley","Yes, don't fancy this color at all."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Fancy this:  You're not you, so shut it and strip. You'll need to change too, Potter."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Fleur Delacour","Bill, look away -- I'm 'ideous."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Ron Weasley","I knew Ginny was lying about that tattoo."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Hermione Granger","Harry, your eyesight really is awful."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Blimey.  I almost forgot."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Right then.  We'll be pairing off. Each Potter will have a protector. As for you, Harry..."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Yes?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","The real Harry!  Where the devil are you, anyway?"
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Harry Potter","Here."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","You'll ride with Hagrid."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Rubeus Hagrid","Brought yeh here sixteen years ago when you were barely bigger than a Bowtruckle. Seems only righ' I should be the one ter take yeh away."
"Harry Potter and the Deathly Hallows Part 1","The Seven Potters","Alastor Moody","Yeah, it's all very touching. Let's go."
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Alastor Moody","Good luck, everyone.  On the count of three.  One... two --"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Harry Potter","Hagrid!  We've got to help the others!"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Rubeus Hagrid","Can't do it, 'arry.  My job's ter get you where we're goin' safe 'n sound -- Mad-Eye's orders!"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Harry Potter","What was that?"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Rubeus Hagrid","Dragon fire!"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Death Eater","That's him!  The real one!"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Rubeus Hagrid","Hol' tight, 'arry!  We've got ter get yeh out of here!"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Harry Potter","Hagrid... HAGRID...!"
"Harry Potter and the Deathly Hallows Part 1","Aerial Ambush","Voldemort","Avada..."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Molly Weasley","Harry!  Hagrid!  What happened?! Have you seen the others?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","Is no one back yet?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Rubeus Hagrid","They were on us from the star', Molly -- the Death Eaters.  And You-Know-Who as well."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Molly Weasley","Well, thank goodness you two are all right."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Rubeus Hagrid","Haven't go' any brandy, have yeh, Molly?  Fer medicinal purposes?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ginny Weasley","Ron and Tonks should've already been back.  Dad and Fred as well."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ginny Weasley","Oh my God!  George!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","The house!  Quickly!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Molly Weasley","My boy!  My darling boy!  What've they done to you?!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ginny Weasley","Remus!  What're you doing!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","What creature sat in the corner the first time that Harry Potter visited my office at Hogwarts!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","Are you mad...?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","What Creature!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","A grindylow!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","We've been betrayed.  Voldemort knew you were being moved tonight. I had to make sure you weren't an imposter."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","Who did this to him?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","Snape. He'll be fine, Molly.  But that's Dark Magic.  The damage is done."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Rubeus Hagrid","Someone else is back."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Kingsley Shacklebolt","The last words Albus Dumbledore spoke to the pair of us?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","'Harry is the best hope we have. Trust him.'"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Kingsley Shacklebolt","What gave you away?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","Hedwig -- I think.  She was trying to protect me --"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Hey ya -- Well... thanks."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Nymphadora Tonks","Deserves that.  Brilliant, he was. Wouldn't be standing here without him."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Hermione Granger","Really?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Always the tone of surprise."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Arthur Weasley","Are we the last?  Where's George?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Arthur Weasley","Remus.  Where's my son?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Fred Weasley","How do you feel, Georgie?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","George Weasley","Saint-like."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Fred Weasley","Come again?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","George Weasley","Saint-like... You see, I'm holy. Holey, Fred, geddit?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Fred Weasley","With the whole wide world of ear- related humor at your disposal, you go for holey?  Pathetic."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","George Weasley","Reckon I'm still better-looking than you.  Better-looking than Bill, that's for sure."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Bill Weasley","Mad-Eye's dead."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Bill Weasley","Mundungus took one look at Voldemort and Disapparated."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","Mad-Eye reckoned You-Know-Who would expect the real Harry to be with the most skilled Auror.  He knew he'd be in the most danger."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Arthur Weasley","It doesn't explain how they knew we were moving Harry tonight."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Rubeus Hagrid","Wha'?  One of us?  Tha's mad.  I'd wager me life it wasn' none of you lot.  An' if it was me I'd kno', wouldn' I?  Talk in me sleep on occasion, I'll admit, but there's only Fang aroun' ter hear an' mostly it's gibberish an' besides I'd cut me tongue out 'fore 'd betray 'arry e'en in me dreams --"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Rubeus Hagrid","Wha's so funny!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","I trust you with my life, Hagrid. I trust everyone in this room. Understood?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Rubeus Hagrid","'Ear, 'ear."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Remus Lupin","Better."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Garrick Ollivander","No!  No!  I believed a different wand would work, I swear!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Voldemont","Then explain this!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Garrick Ollivander","But it makes no sense..."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Voldemort","Perhaps our friend's loyalties lie elsewhere, Wormtail."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Garrick Ollivander","No!  There must be a way!  I'll think of something else!"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Voldemont","I hope so, Ollivander, for your sake.  I won't be so forgiving next time..."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Going somewhere?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","No one else is going to die.  Not for me."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","For you?  You think Madeye died for you?  You think George took that curse for you?  You may be the Chosen One, mate, but this is a whole lot bigger than that."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","Come with me.  Now."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","And leave Hermione?  Are you mad? We wouldn't last two days without her."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Don't tell her I said that. Besides, you've still got the Trace on you.  And there's the wedding..."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","Wedding?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Bill and Fleur.  Mum's been planning it for months.  Only thing that's kept her sane, I reckon.  She'll kill me if I miss it.  Kill you too.  Rather go face to face with You-Know-Who if I'm honest."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Harry Potter","I don't care about a bloody wedding -- no matter whose it is. I have to start searching for the Horcruxes.  It's the only chance we have to beat him.  And the longer we wait the stronger he gets."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Tonight's not the night, mate. You'd only be doing him a favor."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Do you think he knows?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","I mean, they're bits of his soul, the Horcruxes.  Bits of him.  When Dumbledore destroyed the ring and you destroyed Tom Riddle's diary all those years ago -- he must've felt something right?"
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","What I'm saying is, if we do this thing right, if we find the Horcruxes and begin to destroy them one by one..."
"Harry Potter and the Deathly Hallows Part 1","Fallen Warrior","Ron Weasley","Won't he know he's being hunted?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Arthur Weasley","All together now!"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Arthur Weasley","One.  Two.  Three!"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ginny Weasley","Were you going to tell me?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","Yes."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ginny Weasley","And Ron and Hermione.  They'll not be going back to Hogwarts either?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ginny Weasley","I see."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","Dumbledore didn't want anyone to know what it is we're doing.  If I tell you, I'd be betraying him."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ginny Weasley","Zip me up, will you."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ginny Weasley","Seems silly, doesn't it?  A wedding.  Given everything that's going on."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","Maybe that's the best reason to have it.  Because of everything that's going on."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","George Weasley","Morning."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Arthur Weasley","How's it look on your end, boys?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Fred Weasley","Brilliant!"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","George Weasley","Bloody hell, what's the Minister of Magic doing here?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ron Weasley","Dunno.  But something tells me he didn't come to give away the bride."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","To what do we owe the pleasure, Minister?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","I think we both know the answer to that question, Mr. Potter."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","And this would be...?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","Don't be coy, Mr. Potter.  Mr. Weasley.  Would you say you were close to your former Headmaster?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ron Weasley","Dumbledore?  And me?  I dunno. I reckon I was just another Weasley to him.  He was always polite --"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","And you, Miss Granger?  How would you characterize your relationship?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Hermione Granger","We were friendly, not close like Harry, but --"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","What's this all about?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","This.  Despite the fact that neither of your friends appear to have been particularly close to their recently deceased Headmaster, he saw fit to remember them in his will.  Now why do you suppose that would be?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Harry Potter","No idea."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","Come now, you don't expect me to believe..."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","'Herein is set forth the Last Will and Testament of Albus Percival Wulfric Brian Dumbledore.  First, to Ronald Bilius Weasley, I leave my Deluminator, a device of my own making, in the hope that -- when things seem most dark -- it will show him the light.'"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ron Weasley","Dumbledore left this?  For me? Brilliant.  Er -- what is it?"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ron Weasley","Wicked."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Rufus Scrimgeour","'To Miss Hermione Jean Granger, I leave my copy of The Tales of Beedle the Bard, in the hope that she will find it entertaining and instructive.'"
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ron Weasley","Mum used to read me those!  The Wizard and the Hopping Pot, Babbitty Rabbity and her Cackling Stump..."
"Harry Potter and the Deathly Hallows Part 1","Dumbledore's Will","Ron Weasley","Oh, c'mon!  Beedle's stories are famous!  Babbity Rabbitty? No...?"
