"movie","chapter","character","dialog"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Garrick Ollivander","There are rumored to be three: The Elder Wand, the Resurrection Stone and the Invisibility Cloak. It is said that to possess them all is to make oneself the Master of Death. But few truly believe such objects exist --"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","But you, sir? Do you believe they exist?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","You're lying. You know one exists and you told him about it. You told him about the Elder Wand and where to go looking for it."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Garrick Ollivander","He tortured me! Besides, I conveyed only rumors. There's no guarantee he will find it --"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","He has found it, sir."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","That's all, sir. We'll leave you to get some rest now."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Garrick Ollivander","He's after you, Mr. Potter. If it's true, what you say, that he has the Elder Wand, I'm afraid you really don't stand a chance."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","Then I guess I'll just have to kill him before he finds me, sir."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","You're sure it's hers?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Hermione Granger","Positive. Harry turns to the two wands on the table -- the ones he showed Ollivander -- and extends the longest to Hermione."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","I reckon you should take this then."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","You heard Ollivander. It's Harry's now."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Hermione Granger","But I hate that thing -- that's the wand that killed Sirius! How can I hold it and not feel..."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","If I can hold it, you can."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","How will we know what it is when we get in there? After all, a Horcrux can be anything."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","I'll know. I can't explain. It's like..."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","That's a bit scary."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Hermione Granger","It is, Harry. Did Dumbledore ever say anything to you, something that might explain why --"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","No. I just know. When one's near."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Fleur Delacour","This is the closest I could find to what you described, Hermione."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Hermione Granger","It's perfect. Thank you, Fleur."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Bill Weasley","You're leaving, aren't you."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","In the morning."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Bill Weasley","And Griphook?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","He'll be leaving too."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Bill Weasley","Listen, I don't know what you're up to, but I know goblins. If you've struck any kind of bargain with Griphook, you must be exceptionally careful to live up to it. If you don't... he won't be forgiving."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Luna Lovegood","The sky has lost a star."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Luna Lovegood","My father used to say that when a child died. She looks up, smiles."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","Yeah. Funny. Listen, Luna, about your father, I don't want you to think I --"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Luna Lovegood","I know you understand why my father did what he did, Harry. That's why we don't need to talk about it."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","Hogwarts?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","It's not the place you left, you"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Luna Lovegood","Neither am I."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","Always good value. I'll miss her."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","What d'you think?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","Wouldn't know you if I didn't know you."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","You want to tell me what that is?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","Sirius gave it to me. He had a matching piece. He said if I ever needed him, all I had to do was look into it."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","You mean he could see you?"
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","Something like that. I don't know. He died before I ever got to use it. The thing is..."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","Go on."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Harry Potter","You'll think I'm mental, but more than once, when I've looked into it -- I think I've seen Dumbledore."
"Harry Potter and the Deathly Hallows Part 2","He's After You","Ron Weasley","Bloody hell... that's a sight."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","Well, how do I look?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Hideous."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","Oh dear, I missed a spot, didn't I? Hold still..."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Couldn't do anything about that bit in the back that's always flipping up, could you? Dead annoying --"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Never mind. I'm good.  That is you in there, isn't it?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","You can give that to Hermione to hold, all right, Griphook?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Goblin","Madam Lestrange."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","Good morning? Good morning? You're Bellatrix Lestrange, not some dewy-eyed schoolgirl!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Hey. Easy."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","She gives us away and we might as well use that sword to slit our own throats. Understand?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Hermione Granger","He's right. I was being stupid."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","C'mon. Let's do it."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Goblin","Identification."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","I wish to enter my vault."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Goblin","I see. Very well. Excuse me, won't you?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","I don't like to be kept waiting."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Goblin","Next."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","He's with me."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","They know!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","What do you mean?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","They know she's an imposter! They've been warned!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","Madam Lestrange. Would you mind presenting your wand?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","And why should I do that?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Harry, what do we do? Harry...?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","It's the bank's policy. I'm sure you understand, given the current climate --"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bellatrix Lestrange","No, I most certainly do not understand --"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","I'm afraid I must insist."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","Imperio."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","Very well, Madam Lestrange. If you will follow me."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Goblin","But... Bogrod, there have been special instructions regarding the Lestrange vault."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","I'm fully aware of that. I'm also aware the Lestranges are one of our oldest and most respected families."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Goblin","Yes, sir, but our instructions are very specific --"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","Let me be specific with you, Ricbert. I've run this bank for forty-five years, long before anyone had even heard of a Death Eater. The day may come that they feel they can run this place better than me, but that day has not yet arrived. Am I understood!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","Madam, if you will, I will escort you myself."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","How long before they come after us?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","What's that? Up ahead."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","I should have known --"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","What is that, Griphook?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","Griphook! What is that!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","Well done. Hey."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","The Thief's Downfall. Washes away all enchantments. Can be deadly."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","You don't say.  Just out of interest... is there any other way out of here?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","No."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","What the devil are you all doing down here!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","We need him!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","Is this your doing, Griphook? You have no rights here anymore. When you gave up your keys, you --"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Imperio!"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","Well done."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","No. It's not possible..."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Bloody hell. That's a Welsh Green."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Hermione Granger","It looks like it's been down here forever."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","Go on."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","It's been trained to expect pain when it hears the noise."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Hermione Granger","That's barbaric. I..."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","We'll only have a few seconds. In other words... they'll be no do-"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Griphook","Ready, Bogrod?"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Bogrod","Hm? Oh. Yes. Of course."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Harry Potter","Lumos !"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Lumos !"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Hermione Granger","Lumos !"
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Ron Weasley","Blimey..."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Hermione Granger","Look."
"Harry Potter and the Deathly Hallows Part 2","Gringotts","Hermione Granger","No wonder Bellatrix thought it was real."
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Ron Weasley","Is it here, Harry? Can you feel anything?"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Hermione Granger","It's hot! All eyes turn to the bowl, WOBBLING MADLY on the floor, when... it SPLITS APART and begins to MULTIPLY."
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Hermione Granger","Ron, your foot!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Griphook","We'll be crushed! Hurry!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Harry Potter","That's it. Up there."
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Hermione Granger","How're we going to reach it?"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Harry Potter","Give me the sword! The real one."
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Ron Weasley","Keep going!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Hermione Granger","Harry! Behind you!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Ron Weasley","The cup!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Hermione Granger","In here!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Harry Potter","We have a deal, Griphook."
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Griphook","I said I'd get you in. I never said anything about getting you out."
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Harry Potter","Griphook! Griphook!"
"Harry Potter and the Deathly Hallows Part 2","Copping the Cup","Griphook","Thieves! Help! Thieves!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","Foul little git. Least we've got Bogrod."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","That's unfortunate."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","We can't just stand here! Who's got an idea?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","You're asking us? You're the brilliant one."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","I've got something. But it's mad."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","Relashio!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","That's your idea?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","Come on!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","It doesn't realize it's free!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","That was brilliant! BRILLIANT!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","Bloody hell."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","We're dropping!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","I say we jump!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","When?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Voldemort","The boy has discovered our secret, Nagini. We must find out just how much he knows. We must return to our hiding places and see if the others are safe."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","He knows."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","How is it you --"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","I saw him."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","You let him in! Harry, you can't --"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","I can't always help it, Hermione!"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","Never mind! What did you see?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","He's angry. But he's scared too. He's going to make sure the other Horcruxes are safe."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","What happens when he finds out four are gone?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","I reckon he'll do anything to stop us from finding the rest. There's more: one of them's at Hogwarts."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","What?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","What?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","You saw it?"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Hermione Granger","Tonight? But we have to plan. We have to figure out what --"
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Harry Potter","Honestly, Hermione, when have any of our plans actually worked? We plan, we get there and all hell breaks loose."
"Harry Potter and the Deathly Hallows Part 2","Exit the Dragon","Ron Weasley","'Fraid he's right. One problem: Snape's Headmaster now. We can't just walk in the front door."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Harry Potter","We'll go to Hogsmeade. To Honeydukes. Take the secret passage in the cellar."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Harry Potter","There's something wrong with him. In the past, I could always follow his thoughts. Now everything feels disconnected."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Ron Weasley","Maybe it's because of the Horcruxes. Maybe he's growing weaker. Maybe he's dying."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Harry Potter","No. It's more like he's wounded. If anything, he feels more"
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Hermione Granger","They were ready for us."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Death Eater","We know you're here, Potter. There's no getting away."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Death Eater","Perhaps you need some convincing."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Ron Weasley","What's he mean by that?"
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Hermione Granger","No, you'll give us away."
"Harry Potter and the Deathly Hallows Part 2","Final Hiding Place","Harry Potter","Expecto Patronum!"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","In here, Potter."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Ron Weasley","Did you get a look at him! Fora second I thought it was --"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","I know."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","Harry! I can see you! In here!"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","You bloody fools! What were you thinking coming here? Do you have any idea how dangerous it is --"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","You're Aberforth."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","Dumbledore's brother. It's you I've been seeing -- here. It's"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Where've you left him?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","He's dead."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Sorry to hear it. I liked that elf."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Mundungus Fletcher, 'bout a year ago."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","Dung had no right selling you that. It belonged to --"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Sirius. Albus told me. He also told me that you'd likely be hacked off if you ever found out I had it. But ask yourself where you'd be if I didn't."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Right then. Reckon you're hungry. Let's get you fed, then think of the best way to get you out of here."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","Do you hear much from the others? From the Order?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","The Order is finished. You-Know- Who's won. Anyone who says otherwise is kidding themselves."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","We need to get into Hogwarts. Dumbledore gave us a job to do."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Did he now? Nice job? Easy?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","We've been hunting Horcruxes. We think the last one's in the school. But we'll need your help getting in."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","If we can find it and kill it, then we kill him, and then we can end this war once and for all. We need to get into Hogwarts tonight."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","It's not a job my brother's given you, it's a suicide mission. Do yourself a favor boy. Go home. Live a little longer."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","Dumbledore trusted me, to see this through."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","Why should he..."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Keep secrets? You tell me."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","I only care about the Dumbledore I knew. I trusted him."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","Did you now? And why is that?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","I had no reason not to —-"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","That's a boy's answer. A boy who goes chasing Horcruxes on the word of a man who won't even tell him where to start. You're lying. Not just to me, which doesn't matter, but to yourself as well. That's what a fool does."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","You're drunk."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","You don't strike me as a fool, Mr. Potter. So I'll ask you again. There must be a reason. Why do you trust anything my brother ever said to you? Why?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","You know what to do..."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Harry Potter","Where've you sent her?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","You'll see soon enough."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","That's Ariana, isn't it? Your sister. She's beautiful."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","She'll always be beautiful."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","She died very young, didn't she."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Aberforth Dumbledore","My brother sacrificed many things, Mr. Potter, in his journey to find power, including her. She was devoted to him -- he gave her everything, but time."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","Mr. Dumbledore... thank you."
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","Did save our lives twice. Kept an eye on us in that mirror. That doesn't seem like someone who's given up, does it?"
"Harry Potter and the Deathly Hallows Part 2","Aberforth Dumbledore","Hermione Granger","She's coming back! And she's got someone with her!"
