"movie","chapter","character","dialog"
"Harry Potter and the Philosopher's Stone","Diagon Alley","Rubeus Hagrid","Hello, Professor. I didn't see you there. Harry, this is Professor Quirrell. He'll be your Defense Against the Dark Arts teacher at Hogwarts."
"Harry Potter and the Philosopher's Stone","Diagon Alley","Harry Potter","Oh, nice to meet you."
"Harry Potter and the Philosopher's Stone","Diagon Alley","Quirinus Quirrell","F-fearfully fascinating subject. N-not that you need it, e-eh, Potter? Heheh."
"Harry Potter and the Philosopher's Stone","Diagon Alley","Rubeus Hagrid","Yes, well, must be going now. Lots to buy. Heh."
"Harry Potter and the Philosopher's Stone","Diagon Alley","Harry Potter","Goodbye."
"Harry Potter and the Philosopher's Stone","Diagon Alley","Rubeus Hagrid","See, Harry, you're famous!"
"Harry Potter and the Philosopher's Stone","Diagon Alley","Harry Potter","But why am I famous, Hagrid? All those people back there, how is it they know who I am?"
"Harry Potter and the Philosopher's Stone","Diagon Alley","Rubeus Hagrid","I'm not exactly sure I'm the right person to tell you that, Harry.  Welcome, Harry, to Diagon Alley.  Here's where you'll get your quills and ink, and over there all your bits and bobs for doing your wizardry."
"Harry Potter and the Philosopher's Stone","Diagon Alley","Boy","It's a world class racing broom. Look at it, it’s the new Nimbus 2000! It's the fastest model yet."
"Harry Potter and the Philosopher's Stone","Gringotts","Harry Potter","But, Hagrid, how am I to pay for all this? I haven't any money."
"Harry Potter and the Philosopher's Stone","Gringotts","Rubeus Hagrid","Well, there's your money, Harry.  Gringotts, the Wizard Bank. T'aint no place safer, 'cept perhaps Hogwarts."
"Harry Potter and the Philosopher's Stone","Gringotts","Harry Potter","Uh, Hagrid, what exactly are these things?"
"Harry Potter and the Philosopher's Stone","Gringotts","Rubeus Hagrid","They're goblins, Harry. Clever as they come goblins, but not the most friendly of beasts. Best stick close to me.  Mr. Harry Potter wishes to make a withdrawal."
"Harry Potter and the Philosopher's Stone","Gringotts","Goblin","And does Mr. Harry Potter have his key?"
"Harry Potter and the Philosopher's Stone","Gringotts","Rubeus Hagrid","Oh. Wait a minute. Got it here somewhere. Hah. There's the little devil.  Oh, and there's something else as well.  Professor Dumbledore gave me this.  It's about you-know-what in vault you-know-which."
"Harry Potter and the Philosopher's Stone","Gringotts","Goblin","Very well."
"Harry Potter and the Philosopher's Stone","Gringotts","Griphook","Vault 687. Lamp, please.  Key please."
"Harry Potter and the Philosopher's Stone","Gringotts","Rubeus Hagrid","Didn't think your mum and dad would leave you with nothing now, did ya?"
"Harry Potter and the Philosopher's Stone","Gringotts","Griphook","Vault 713."
"Harry Potter and the Philosopher's Stone","Gringotts","Harry Potter","What's in there, Hagrid?"
"Harry Potter and the Philosopher's Stone","Gringotts","Rubeus Hagrid","Can't tell you, Harry. It's Hogwarts business. Very secret."
"Harry Potter and the Philosopher's Stone","Gringotts","Griphook","Stand back."
"Harry Potter and the Philosopher's Stone","Gringotts","Rubeus Hagrid","Best not mention this to anyone, Harry."
"Harry Potter and the Philosopher's Stone","Ollivanders","Harry Potter","I still need...a wand."
"Harry Potter and the Philosopher's Stone","Ollivanders","Rubeus Hagrid","A wand? Well, you'll want Ollivanders.  No place better. Run along there, but wait. I just got one more thing I got to do. Won't be long."
"Harry Potter and the Philosopher's Stone","Ollivanders","Harry Potter","Hello? Hello?"
"Harry Potter and the Philosopher's Stone","Ollivanders","Garrick Ollivander","I wondered when I'd be seeing you, Mr. Potter. It seems only yesterday that your mother and father were in here buying their first wands.  Ah. Here we are.  Well, give it a wave.  Apparently not.  Perhaps this.  No, no, definitely not! No matter...  I wonder.  Curious, very curious."
"Harry Potter and the Philosopher's Stone","Ollivanders","Harry Potter","Sorry, but what's curious?"
"Harry Potter and the Philosopher's Stone","Ollivanders","Garrick Ollivander","I remember every wand I've ever sold, Mr. Potter. It just so happens that the phoenix, whose tail feather resides in your wand gave one other feather, just one. It is curious that you should be destined for this wand when its brother gave you that scar."
"Harry Potter and the Philosopher's Stone","Ollivanders","Harry Potter","And...who owned that wand?"
"Harry Potter and the Philosopher's Stone","Ollivanders","Garrick Ollivander","Oh, we do not speak his name. The wand chooses the wizard, Mr. Potter. It's not always clear why, but I think it is clear that we can expect great things from you. After all, He-Who-Must-Not-Be-Named did great things...terrible, yes, but great."
"Harry Potter and the Philosopher's Stone","Ollivanders","Rubeus Hagrid","Harry! Harry! Happy birthday!"
"Harry Potter and the Philosopher's Stone","Ollivanders","Harry Potter","Wow."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","You all right, Harry? You seem very quiet."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Harry Potter","He killed my parents, didn't he? The one who gave me this. You know, Hagrid, I know you do."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","First, and understand this, Harry, 'cause it's very important. Not all wizards are good. Some of them go bad. A few years ago, there was one wizard who went as bad as you can go. And his name was V-...his name was V-..."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Harry Potter","Maybe if you wrote it down?"
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","No, I can't spell it. All right.  Voldemort."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Harry Potter","Voldemort?"
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","Shh!!"
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","It was dark times, Harry, dark times.  Voldemort started to gather some followers, brought 'em over to the dark side. Anyone that stood up to him ended up dead. Your parents fought against him, but nobody lived once he decided to kill 'em.  Nobody...not one. ‘Cept you."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Harry Potter","Me? Voldemort tried to kill...me?"
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","Yes. That ain't no ordinary cut on your forehead, Harry. A mark like that only comes from being touched by a curse...and an evil curse at that."
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Harry Potter","What happened to...to You-Know-Who?"
"Harry Potter and the Philosopher's Stone","The Boy Who Lived","Rubeus Hagrid","Well, some say he died. Codswallop in my opinion. Nope, I reckon he's out there, still, too tired to go on. But one thing's absolutely certain. Something about you stumped him that night. That's why you're famous. That's why everybody knows your name. You're the boy who lived."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Rubeus Hagrid","What're you looking at?  Blimey, is that the time? Sorry, Harry, I'm gonna have to leave you. Dumbledore'll be wanting his- well, he'll be wanting to see me. Now, uh, your train leaves in 10 minutes. Here's your ticket.  Stick to it, Harry that's very important. Stick to your ticket."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Harry Potter","Platform 9¾? But, Hagrid, there must be a mistake. This says Platform 9¾. There's no such thing...is there?"
"Harry Potter and the Philosopher's Stone","Platform 9¾","Man","Sorry."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Harry Potter","Excuse me, excuse me."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Guard","Right on your left, ma'am."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Harry Potter","Excuse me, sir. Can you tell me where I might find Platform 9¾?"
"Harry Potter and the Philosopher's Stone","Platform 9¾","Guard","9¾? Think you're being funny, do ya?"
"Harry Potter and the Philosopher's Stone","Platform 9¾","Molly Weasley","It's the same year after year. Always packed with Muggles, of course."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Harry Potter","Muggles?"
"Harry Potter and the Philosopher's Stone","Platform 9¾","Molly Weasley","Come on. Platform 9¾ this way! All right, Percy, you first."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Molly Weasley","Fred, you next."
"Harry Potter and the Philosopher's Stone","Platform 9¾","George Weasley","He's not Fred, I am!"
"Harry Potter and the Philosopher's Stone","Platform 9¾","Fred Weasley","Honestly, woman, you call yourself our mother."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Molly Weasley","Oh, I'm sorry, George."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Fred Weasley","I'm only joking. I am Fred."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Harry Potter","Excuse me! C-could you tell me how to-"
"Harry Potter and the Philosopher's Stone","Platform 9¾","Molly Weasley","How to get on the platform? Yes, not to worry, dear. It's Ron's first time to Hogwarts as well.  Now, all you've got to do is walk straight at the wall between platforms 9 and 10. Best do it at a bit of a run if you're nervous."
"Harry Potter and the Philosopher's Stone","Platform 9¾","Ginny Weasley","Good luck."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Excuse me, do you mind? Everywhere else is full."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","No, not at all."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","I'm Ron, by the way. Ron Weasley."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","I'm Harry. Harry Potter."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","So-so it's true? I mean, do you really have the...the..."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","The what?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Scar...?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","Oh"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Wicked."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Woman","Anything off the trolley, dears?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","No, thanks, I'm all set."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","We'll take the lot!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Whoa!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","Bertie Bott's Every Flavour Beans?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","They mean every flavour! There's chocolate and peppermint, and there's also spinach, liver and tripe. George sweared he got a bogey-flavoured one once!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","These aren't real chocolate frogs, are they?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","It's just a spell. Besides, it's the cards you want. Each pack's got a famous witch or wizard. I got about 500 meself.  Watch it!  Oh, that's rotten luck. They've only got one good jump in them to begin with."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","I got Dumbledore!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","I got about 6 of him."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","Hey, he's gone!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Well, you can't expect him to hang around all day, can you?  This is Scabbers, by the way, pathetic, isn't he?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","A little."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Fred gave me a spell as to turn him yellow. Want to see?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Harry Potter","Yeah!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Ahem. Sun-"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Hermione Granger","Has anyone seen a toad? A boy named Neville's lost one."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","No."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Hermione Granger","Oh, are you doing magic? Let's see then."
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","Sunshine, daises, butter mellow, turn this stupid fat rat yellow!"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Hermione Granger","Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...  Oculus Reparo.  That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Ron Weasley","I'm...Ron Weasley."
