"movie","chapter","character","dialog"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Petunia Dursley","What happened, Duddikins?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Vernon Dursley","What the hell is a dementoid?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Petunia Dursley","They didn't--?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Harry Potter","No."
"Harry Potter and the Order of the Phoenix","Dudley Demented","Vernon Dursley","I want some answers!"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Harry Potter","We were attacked."
"Harry Potter and the Order of the Phoenix","Dudley Demented","Vernon Dursley","By those...things?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Harry Potter","They're evil. If they get the chance, they'll suck your soul out through your mouth."
"Harry Potter and the Order of the Phoenix","Dudley Demented","Vernon Dursley","How do you know that?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Vernon Dursley","Fought 'em off, eh, Dud? Gave 'em the ol' one-two?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Harry Potter","You can't give a Dementor the 'ol one-two.'"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Vernon Dursley","Why is he all right then?"
"Harry Potter and the Order of the Phoenix","Dudley Demented","Harry Potter","Because I used magic to save his"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","Lumos!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Vernon Dursley","Who are all you lot?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Quiet, Dursley."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","Harry, douse the light. We're exposed here."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","What are you doing here?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","We're your advanced guard, Harry. Dumbledore just sent us as soon as he heard about the attack. We're taking you to safety. We're just waiting for the all clear."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","How'd he know? It just happened!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","You didn't think Dumbledore'd let you wander around on your own, did you?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","Harry, I don't believe you've met Nymphadora Tonks."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","Tonks, would you go get Harry's broom from the house?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","What's been going on? What's Lord Vol-"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","We're not talking about it here, it's too risky."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Blast it."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Nymphadora Tonks","Mad-eye, dear, you do realize that's disgusting?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","I want 365 degree visibility on the return trip."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","How are we getting there?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","Brooms."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Kingsley Shacklebolt","There's the first signal."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Right, let's go."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","On your broom, Harry."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Form up! Form up around Harry. Make it snappy! The advanced guard surrounds Harry."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Nymphadora Tonks","Stop being so cheerful, Mad-eye."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","We must be ready. This would be the perfect moment for Voldemort to strike Harry."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","Uh, is that very likely?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Kingsley Shacklebolt","No one's going to die."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","There's the second signal!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Mount your brooms, everyone. Here we go!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","The third signal, everyone. Let's"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Stay in formation!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","We need more height!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Contacts to the south!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Kingsley Shacklebolt","Mad-eye! You, Tonks, and Lupin take Harry! We'll slow them down!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","There's the other one, Alastor!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","Expecto--!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","Harry, leave it to us!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","No!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","""Expecto Patronum!'"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Remus Lupin","Get Harry to the safe house!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Come on, Potter! Keep moving!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Harry Potter","But I can help!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Potter, getting yourself killed won't do a thing. Now move!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","We're not far, now!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Did you get rid of them?"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Kingsley Shacklebolt","They're gone, Alastor."
"Harry Potter and the Order of the Phoenix","The Advance Guard","Nymphadora Tonks","We're there!"
"Harry Potter and the Order of the Phoenix","The Advance Guard","Alastor Moody","Prepare for descent! Form up around Harry!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Remus Lupin","Stay here, Harry."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Kingsley Shacklebolt","Clear!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Alastor Moody","Right, Harry, this way."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Alastor Moody","Here, read this."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Alastor Moody","Come on, inside. Hurry."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Remus Lupin","Get in, quick, Harry. Don't touch anything."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Walburga Black","Filth! Scum! Half-breeds, mutants, freaks, begone from this place! How dare you befoul the house of my fathers?!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Sirius Black","Shut up, you miserable old hag! Quiet!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Walburga Black","Blood traitor, abomination, shame of my flesh!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Harry Potter","Was that your--?"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Sirius Black","Mother, yes. Dear old mum."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Harry Potter","But...why here?"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Molly Weasley","Hello, Harry dear."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Harry Potter","Mrs. Weasley!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Molly Weasley","Sirius, the meeting is about to start!"
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Sirius Black","Right."
"Harry Potter and the Order of the Phoenix","Number Twelve, Grimmauld Place","Molly Weasley","Harry, dear, go on upstairs-— quietly, if you please. They're all up there."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Harry!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","Let him breathe, Hermione!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Oh, Harry! We've missed you! Are you furious with us, I bet you are!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","Good to see you, mate."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Come on, inside."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Sorry we haven't written, Harry, but Dumbledore made us promise not to."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","We wanted to, mate, we really did, but he thought they would get intercepted. There is an awkward silence."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Right."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","He thought you would be safest there."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","He was so angry when he heard. It was...scary..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","So, why's he keeping me in the dark?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Didn't you bother asking?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","We've only seen him twice, and not for very long. He's really busy."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","So I get to spend the summer with the Dursleys while you two are here."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","It's not that fun, mate. Mum won't let us anywhere near the meetings."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","You've still been here!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What's been going on?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","We've already told you, we're not privyed to the meetings. But we do know a few things."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Some of the Order are following known Death Eaters, like Lucious Malfoy."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What's this Order everyone's talking about?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","The Order of the Phoenix. Dumbledore started it last time to fight You-Know-Who. He only reorganized it after last term."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","You can come down now, the meeting's over."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Arthur-"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","Well, the Ministry is furious with you."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Why?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You'll have to go to an disciplinary meeting tomorrow."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Okay."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","I'm not really hungry. I think I'll go to bed."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You surprise me, Harry. I figured the first thing you'd do is start asking about Voldemort."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","I wanted to, but I didn't think you'd tell me anything."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","And that was quite right, Harry! You're much to young--"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He has a right to know, Molly."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","It's not your decision!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","I know what Dumbledore said, but he needs to know something."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's not a child, Molly."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","He's not an adult either!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","I only have Harry's best interests at heart."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's not your son."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Who else does he have, then?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's got me. He's like a son to me."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","What do you want to know, Harry?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Where's Voldemort? What's he doing?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","How?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","The last person You-Know-Who wanted to alert was Dumbledore."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","And what's his plan?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","He's building up his army again, just like before."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","And you're stopping him from gaining followers?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","We're doing our best, but it's proving to be...difficult."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You see, when the Ministry of Magic insists that Voldemort isn't back."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","But...why?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","But you're telling people, right?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","But Dumbledore is doing all he can."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Arthur Weasley","If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Sirius Black","You-Know-Who wants something. Something he didn't have last time. A weapon."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","What kind of weapon?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Remus Lupin","I'm sorry, Harry, we can't say anything more."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Morning, dear! Did you have a good sleep?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","No, my scar kept hurting."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Yeah...nerves..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Molly Weasley","Good luck, Harry!"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","They'll have to let you off, Harry... You were defending"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Harry Potter","Thanks, Hermione."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","What does he get a hug for?"
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","Oh, sure, that's why."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Ron Weasley","Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all..."
"Harry Potter and the Order of the Phoenix","The Order of the Phoenix","Hermione Granger","Would you like a hug?"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Well, come on, Harry. Time to go."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Harry Potter","Bye."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Good, good, not very many Muggles."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Well, come on Harry, in we go."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","I do love using the Fellytone! Now, let's see, what's the number again..."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Witch","Welcome to the Ministry of Magic. Please state your business."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Harry Potter, disciplinary hearing."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Witch","Pleas stand by."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Keep close, Harry!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Ah, Perkins, good morn-"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Perkins","Arthur, they've changed the time of Potter's hearing."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Blast! Dumbledore thought they might try that."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Perkins","It started at eight!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Good lord, that was five minutes ago! Come on, Harry!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Witch","Department of Mysteries."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Harry Potter","Department of Mysteries?"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Yep, I've got no idea what they get up to in here, it's top secret."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Come on, Harry!"
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Harry Potter","I've been there before..."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","Now, Harry, I find that highly unlikely..."
"Harry Potter and the Order of the Phoenix","The Ministry of Magic","Arthur Weasley","There you are, Harry, in you go...good luck..."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","You're late."
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Er...sorry."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","No matter, the accused will take his seat."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well, we are ready to begin."
"Harry Potter and the Order of the Phoenix","The Hearing","Albus Dumbledore","Witness for the Defence, Albus Percival Wulfric Brian Dumbledore."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Ah...you...er...got our message that the time had changed, did you?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Well. The...ah...charges."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle."
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes."
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes, but-"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Within full sight of a Muggle?"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes, but-"
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","Yes."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","That is most remarkable, Mr. Potter."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","It doesn't matter how impressive it was!"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","But I did it because of the Dementors!"
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","What do you mean?"
"Harry Potter and the Order of the Phoenix","The Hearing","Harry Potter","My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Ah, yes, yes, another cock-and-bull story."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","Dementors in Little Whinging?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Oh, come now, Susan. He's clearly lying."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","We haven't got time to-"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well. Weasley, fetch the witness."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Full name?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","Arabella Doreen Figg, resident of Little Whinging."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","So...what is your story?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","I was sitting on my porch when I saw the two Dementors gliding towards the two boys."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","What did the Dementors look like?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","Well, they were big and wore great, tattered cloaks."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","Anything else?"
"Harry Potter and the Order of the Phoenix","The Hearing","Arabella Figg","I-I felt them. It was horrible...like I would never be happy again."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well, you may go."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Not very convincing."
"Harry Potter and the Order of the Phoenix","The Hearing","Susan Bones","Oh, I disagree. She described their effects very completely."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","So two Dementors just happen to be in Little Whinging? I think not..."
"Harry Potter and the Order of the Phoenix","The Hearing","Albus Dumbledore","Only if the Dementors are still taking their orders from only the Ministry these days. I believe you know my views on this, Cornelius."
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Yes, and they're nothing but bilge, Dumbledore."
"Harry Potter and the Order of the Phoenix","The Hearing","Dolores Umbridge","Excuse me, Dumbledore, but did you just accused the Ministry of Magic of ordering an attack on this boy?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Dementors are irrelevant!"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Well, yes, if he's telling the truth!"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","Very well, all for clearing the accused of charges?"
"Harry Potter and the Order of the Phoenix","The Hearing","Cornelius Fudge","All opposed?"
"Harry Potter and the Order of the Phoenix","The Hearing","Albus Dumbledore","Excellent."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Harry, you've been let off! That's wonderful!"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","You were tried by the full court?"
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","I think so, yeah."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Er...is Percy mad at you?"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Ah...yes...I'm afraid we had a bit of a row. He, well, he sided with Fudge and the rest of us sided with Dumbledore, so Percy left."
"Harry Potter and the Order of the Phoenix","The Originals","Lucius Malfoy","Well, well, if it isn't Patronus Potter."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","What are you doing here?"
"Harry Potter and the Order of the Phoenix","The Originals","Lucius Malfoy","Come now, Potter, I really don't think that private matters between the Minister and myself are any concern of yours."
"Harry Potter and the Order of the Phoenix","The Originals","Lucius Malfoy","Shall we continue this in your"
"Harry Potter and the Order of the Phoenix","The Originals","Cornelius Fudge","Certainly."
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","If he wanted to talk to the Minister, why down here?"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Dunno, Harry. Some things are just beyond comprehension."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Settle down, you three!"
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Sirius, we saw Fudge talking with Lucius Malfoy on Level Nine again. Tell Dumbledore, next time he comes in, would you?"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Yeah, absolutely."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Well, I'd better be off. I've got a bewitched vomiting toilet to deal with."
"Harry Potter and the Order of the Phoenix","The Originals","Fred Weasley","George, remember that concept. Vomiting Toilet."
"Harry Potter and the Order of the Phoenix","The Originals","George Weasley","Right you are, Fred."
"Harry Potter and the Order of the Phoenix","The Originals","Arthur Weasley","Also, I'm covering for Tonks on guard duty later tonight, so I won't be back until late."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Harry!"
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","You all right, Harry?"
"Harry Potter and the Order of the Phoenix","The Originals","Harry Potter","Yeah...just...my scar...the pain is getting stronger."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","Harry, I've got something that might interest you."
"Harry Potter and the Order of the Phoenix","The Originals","Sirius Black","This was the original Order of the Phoenix. Found it while we were cleaning."
