"movie","chapter","character","dialog"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Tom",": Pea soup?"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Harry Potter","No, thank you. Minister?"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Cornelius Fudge","Yes?"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Harry Potter","I don't understand."
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Cornelius Fudge","Understand?"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Harry Potter","I broke the law. Underage wizards can't use magic at home."
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Cornelius Fudge","Come now, Harry the Ministry doesn't send people to Azkaban... for blowing up their aunts. On the other hand, running away like that, given the state of things... was very, very irresponsible."
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Harry Potter","The state of things, sir?"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Cornelius Fudge","We have a killer on the loose."
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Harry Potter","Sirius Black, you mean? But what's he got to do with me?"
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Cornelius Fudge","Nothing, of course. You're safe. And that's what matters. And tomorrow you'll be on your way back to Hogwarts. These are your new schoolbooks. I took the liberty... of having them brought here. Now Tom will show you to your room."
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Harry Potter","Hedwig."
"Harry Potter and the Prisoner of Azkaban","The Leaky Cauldron","Cornelius Fudge","Oh, by the way, Harry. Whilst you're here, it would be best if you didn't... wander."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Maid","Housekeeping. I'll come back later."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Ron Weasley","I'm warning you, Hermione. Keep that bloody beast of yours away from Scabbers, or I'll turn it into a tea cozy."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Hermione Granger","It's a cat, Ronald. What do you expect? It's in his nature."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Ron Weasley","A cat? Is that what they told you? Looks more like a pig with hair."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Hermione Granger","That's rich... coming from the owner of that smelly old shoe brush. Crookshanks, just ignore the mean little boy."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Ron Weasley","Harry."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Hermione Granger","Harry."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Egypt. What's it like?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Ron Weasley","Brilliant. Loads of old stuff... like mummies, tombs, even Scabbers enjoyed himself."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Hermione Granger","You know the Egyptians used to worship cats?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Ron Weasley","Along with the dung beetle."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Fred Weasley","Not flashing that clipping again are you Ron?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","George Weasley","Not flashing that clipping again are you Ron?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Ron Weasley","I haven't shown anyone."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Fred Weasley","': No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","George Weasley","': No, not a soul. Not unless you count Tom. The day maid. The night maid. The Cook. The bloke who fixed the toilet. And that wizard from Belgium."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Molly Weasley","Harry."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Mrs. Weasley."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Molly Weasley","Good to see you, dear."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Good to see you."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Molly Weasley","You got everything you need?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Yes."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Molly Weasley","Yes? All of your books?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Yeah, it's all upstairs."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Molly Weasley","All of your clothes?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Everything's there."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Molly Weasley","Good boy."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Thank you."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Harry Potter."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Mr. Weasley."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Harry, wonder if I might have a word?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Yeah, sure."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Hermione."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Hermione Granger","Good morning, Mr. Weasley."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Looking forward to a new term?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Yeah. It should be great."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Harry, some within the Ministry would strongly discourage me... from divulging what I'm about to reveal to you. But I think that you need to know the facts. You are in danger. Grave danger."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Has this anything to do with Sirius Black, sir?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","What do you know about Sirius Black, Harry?"
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Only that he's escaped from Azkaban."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Do you know why? Thirteen years ago, when you stopped..."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Voldemort."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Don't say his name."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Sorry."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","When you stopped You-Know-Who... Black lost everything. But to this day, he still remains a faithful servant. And in his mind... you are the only thing that stands in the way... of You-Know-Who returning to power. And that is why... he has escaped from Azkaban. To find you."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","And kill me."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Arthur Weasley","Harry, swear to me that whatever you might hear... you won't go looking for Black."
"Harry Potter and the Prisoner of Azkaban","In Grave Danger","Harry Potter","Mr. Weasley... why would I go looking for someone who wants to kill me?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Molly Weasley","Quick. Quick. Ron, Ron! Oh, for goodness' sake! Don't lose him!"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","I didn't mean to blow her up. I just... I lost control."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Brilliant."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Honestly, Ron, it's not funny. Harry was lucky not to be expelled."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","I think I was lucky not to be arrested actually."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","I still think it was brilliant."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Come on. Everywhere else is full."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Who do you think that is?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Professor R.J. Lupin."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Do you know everything? How is it she knows everything?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","It's on his suitcase, Ronald."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Oh."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","Do you think he's really asleep?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Seems to be. Why?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","I gotta tell you something."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Let me get this straight. Sirius Black has escaped from Azkaban to come after you?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","Yeah."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","But they'll catch Black, won't they? I mean, everyone's looking for him."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Sure. Except no one's ever broken out of Azkaban before... and he's a murderous, raving lunatic."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","Thanks, Ron."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Why are we stopping? We can't be there yet."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","What's going on?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","I don't know. Maybe we've broken down."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Ouch, Ron. That was my foot."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","There's something moving out there. I think... someone's coming aboard."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Bloody hell! What's happening?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","Harry. Harry, are you all right?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","Thank you."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Remus Lupin","Here, eat this. It'll help. It's all right. It's chocolate."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","What was that thing that came?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Remus Lupin","It was a dementor. One of the guards of Azkaban. It's gone now. It was searching the train for Sirius Black. If you'll excuse me, I need to have a little word with the driver. Eat. You'll feel better."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","What happened to me?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","Well, you sort of went rigid. We thought maybe you were having a fit or something."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","And did either of you two... you know... pass out?"
"Harry Potter and the Prisoner of Azkaban","The Dementor","Ron Weasley","No. I felt weird, though. Like I'd never be cheerful again."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Harry Potter","But someone was screaming. A woman."
"Harry Potter and the Prisoner of Azkaban","The Dementor","Hermione Granger","No one was screaming, Harry."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Albus Dumbledore","Welcome! Welcome to another year at Hogwarts! Now, I'd like to say a few words... before we all become too befuddled by our excellent feast. First, I'm pleased to welcome Professor R.J. Lupin... who's kindly consented to fill the post... of Defense Against the Dark Arts teacher. Good luck, Professor."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Hermione Granger","Of course. That's why he knew to give you the chocolate, Harry."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Draco Malfoy","Potter. Is it true you fainted? I mean, you actually fainted?"
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley","Shove off, Malfoy."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","How did he find out?"
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Hermione Granger","Just forget it."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Albus Dumbledore","Our Care of Magical Creatures teacher... has decided to retire... in order to spend more time with his remaining limbs. Fortunately, I'm delighted to announce... that his place will be taken by none other... than our own Rubeus Hagrid. Finally, on a more disquieting note... at the request of the Ministry of Magic... Hogwarts will, until further notice, play host to the dementors of Azkaban... until such a time as Sirius Black is captured. The dementors will be stationed at every entrance to the grounds. Now whilst I've been assured... that their presence will not disrupt our day-to-day activities... a word of caution. Dementors are vicious creatures. They'll not distinguish... between the one they hunt and the one who gets in their way. Therefore, I must warn each and every one of you... to give them no reason to harm you. It is not in the nature of a dementor to be forgiving. But you know, happiness can be found... even in the darkest of times... if one only remembers to turn on the light."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","Fortuna Major. Here, listen. She just won't let me in. Fortuna Major."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","The Fat Lady","No, no, no. Wait, wait. Watch this. Oh, amazing! Just with my voice."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","Fortuna Major."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","The Fat Lady","Yes, all right. Go in."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","Thank you."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Harry Potter","She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","She's still doing that after three years. She can't even sing. Exactly. Hey, man. Hey, man. Oh, God. That's awful."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley",". Green. That's a monkey. What is that? You call that a monkey? Do not give him one again. Hey, Neville, try an elephant."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","Ron, catch."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley","I will."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Seamus Finnigan","I think we have a winner."
"Harry Potter and the Prisoner of Azkaban","Welcome and Warning","Ron Weasley","Oh, don't try one of them. Oh, no. Look at him. His face."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","Welcome, my children. In this room, you shall explore the noble art of Divination. In this room, you shall discover if you possess the Sight. Hello. I am Professor Trelawney. Together we shall cast ourselves into the future. This term, we'll focus on Tasseomancy, the art of reading tea leaves. So please, take the cup of the person sitting opposite you. What do you see? The truth lies buried like a sentence deep within a book, waiting to be read. But first, you must broaden your minds. First, you must look beyond."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","What a load of rubbish."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Where did you come from?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","Me? I've been here all this time."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","You, boy... Is your grandmother quite well?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Neville Longbottom","I think so."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","I wouldn't be so sure of that. Give me the cup. Pity. Broaden your minds. Your aura is pulsing, dear. Are you in the beyond? I think you are."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Sure."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","Look at the cup. Tell me what you see."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Oh, yeah. Um... Well, Harry's got sort of a wonky cross. That's trials and suffering. And that there could be the sun and that's happiness. So... you're gonna suffer, but you're gonna be... happy about it."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Sybill Trelawney","Give me the cup. Oh, my dear boy. My dear... you have the Grim."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Other","The Grin? What's the Grin? Not the Grin, you idiot. The Grim. Taking form of a giant spectral dog. It's among the darkest omens in our world. It's an omen... of death."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","You don't think that Grim thing's got anything to do with Sirius Black?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","Oh, honestly, Ron. If you ask me, Divination's a woolly discipline. Now, Ancient Runes, that's a fascinating subject."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Ancient Runes? Exactly how many classes are you taking?"
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","A fair few."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Ron Weasley","Hang on. That's not possible. Ancient Runes is in the same time as Divination. You have to be in two classes at once."
"Harry Potter and the Prisoner of Azkaban","Tea Leaves","Hermione Granger","Don't be silly Ron. How could anyone be in two classes at once? Broaden your minds. Use your Inner Eye to see the future!."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","That's it. Come on, now. Come closer. Less talking, if you don't mind. I got a real treat for you today. A great lesson. So follow me. Right, you lot. Less chattering. Form a group over there. And open your books to page 49."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Exactly how do we do that?"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Just stroke the spine, of course. Goodness me."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Don't be such a wimp, Longbottom."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Neville Longbottom","I'm okay. Okay."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Hermione Granger","I think they're funny."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","Oh, yeah. Terribly funny. Really Witty. God, this place has gone to the dogs. Wait until Father hears Dumbledore's got this oaf teaching classes."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Harry Potter","Shut up, Malfoy."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Draco Malfoy","D-Dementor! Dementor!"
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Hermione Granger","Just ignore him."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Ron Weasley","You're supposed to stroke it."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Neville Longbottom","Yeah."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Rubeus Hagrid","Isn't he beautiful? Say hello to Buckbeak."
"Harry Potter and the Prisoner of Azkaban","Buckbeak","Ron Weasley","Hagrid, exactly what is that?"
